feedback,sentiment,topic,split,feedback_sach,ten_cam_xuc,ten_chu_de,so_tu
"cần tăng số buổi thực hành cũng như trang bị thêm trang thiết bị như mua thêm nhiều switch , router , hub , bridge , trong phòng ngồi học mà ít bụi và nòng đi thì tốt hơn , vdotv .",0,2,train,cần tăng số buổi thực hành cũng như trang bị thêm trang thiết bị như mua thêm nhiều switch router hub bridge trong phòng ngồi học mà ít bụi và nòng đi thì tốt hơn vdotv,Tiêu cực,Cơ sở vật chất,36
phòng máy vẫn còn nhiều thiếu sót .,0,2,train,phòng máy vẫn còn nhiều thiếu sót,Tiêu cực,Cơ sở vật chất,7
"lớp thực hành nhóm 2 bảo quản thiết bị quá yếu , do chia thiết bị không theo nhóm cố định , đến nhóm 1 thực hành là thiết bị trong bộ kit phân cho nhóm mình thiếu hụt , hư hỏng linh tinh .",0,2,train,lớp thực hành nhóm 2 bảo quản thiết bị quá yếu do chia thiết bị không theo nhóm cố định đến nhóm 1 thực hành là thiết bị trong bộ kit phân cho nhóm mình thiếu hụt hư hỏng linh tinh,Tiêu cực,Cơ sở vật chất,41
"phòng học còn nóng và bụi bặm , máy chiếu tuy vẫn nhìn được nhưng vẫn mờ , nếu ngồi xa hay hôm nào sáng quá sẽ không thấy rõ .",0,2,train,phòng học còn nóng và bụi bặm máy chiếu tuy vẫn nhìn được nhưng vẫn mờ nếu ngồi xa hay hôm nào sáng quá sẽ không thấy rõ,Tiêu cực,Cơ sở vật chất,28
"những thiết bị phục vụ cho việc giảng dạy cần được trang bị tốt hơn , ví dụ như máy chiếu hơi bị mờ , các bạn ngồi ở phía sau không thấy , phòng học chỉ có 2 cái phạt , rất nóng nực vào mùa hè .",0,2,train,những thiết bị phục vụ cho việc giảng dạy cần được trang bị tốt hơn ví dụ như máy chiếu hơi bị mờ các bạn ngồi ở phía sau không thấy phòng học chỉ có 2 cái phạt rất nóng nực vào mùa hè,Tiêu cực,Cơ sở vật chất,44
"giảng đường ngột ngạt và nóng nực , từ tiết 2 trở đi thì rất khó tập trung học .",0,2,train,giảng đường ngột ngạt và nóng nực từ tiết 2 trở đi thì rất khó tập trung học,Tiêu cực,Cơ sở vật chất,18
"phòng thực hành cơ bản của trường còn quá kém , vậy tăng học phí đầu năm để làm gì .",0,2,train,phòng thực hành cơ bản của trường còn quá kém vậy tăng học phí đầu năm để làm gì,Tiêu cực,Cơ sở vật chất,19
mang tiếng phòng lab của một khoa mà không bằng phòng lab thực hành cơ bản .,0,2,train,mang tiếng phòng lab của một khoa mà không bằng phòng lab thực hành cơ bản,Tiêu cực,Cơ sở vật chất,16
"cơ sở vật chất nên cải thiện , nên có nhiều thực hành bổ ích hơn nữa , em xin cảm ơn .",0,2,train,cơ sở vật chất nên cải thiện nên có nhiều thực hành bổ ích hơn nữa em xin cảm ơn,Tiêu cực,Cơ sở vật chất,20
đèn và quạt .,2,2,train,đèn và quạt,Trung lập,Cơ sở vật chất,3
cải thiện cơ sở vật chất và thiết bị dạy học .,0,2,train,cải thiện cơ sở vật chất và thiết bị dạy học,Tiêu cực,Cơ sở vật chất,11
phòng máy giật và hay bị đứng mặc dù cấu hình cao .,0,2,train,phòng máy giật và hay bị đứng mặc dù cấu hình cao,Tiêu cực,Cơ sở vật chất,12
"phòng học hiện nay rất nóng nhà c , mong nhà trường có biện pháp thích hợp để khắc phục tình trạng này cho sinh viên , để sinh viên có khả năng tiếp thu kiến thức tốt xin cảm ơn !",0,2,train,phòng học hiện nay rất nóng nhà c mong nhà trường có biện pháp thích hợp để khắc phục tình trạng này cho sinh viên để sinh viên có khả năng tiếp thu kiến thức tốt xin cảm ơn,Tiêu cực,Cơ sở vật chất,39
"cần nâng cấp dụng cụ học tập, micro , loa , máy chiếu .",0,2,train,cần nâng cấp dụng cụ học tập micro loa máy chiếu,Tiêu cực,Cơ sở vật chất,11
phải nâng cấp quạt và máy chiếu !,0,2,train,phải nâng cấp quạt và máy chiếu,Tiêu cực,Cơ sở vật chất,7
không có ổ cắm điện .,0,2,train,không có ổ cắm điện,Tiêu cực,Cơ sở vật chất,5
cơ sở vật chất còn yếu kém .,0,2,train,cơ sở vật chất còn yếu kém,Tiêu cực,Cơ sở vật chất,7
"phòng máy xài chuột bi đã cũ , khó di chuyển , phần mềm lỗi thời .",0,2,train,phòng máy xài chuột bi đã cũ khó di chuyển phần mềm lỗi thời,Tiêu cực,Cơ sở vật chất,14
"máy chiếu quá mờ , phòng học nóng .",0,2,train,máy chiếu quá mờ phòng học nóng,Tiêu cực,Cơ sở vật chất,7
"sinh viên ít được thực hành trên thiết bị mạng thật , mong nhà trường tạo điều kiện hơn cho sinh viên được thực hành .",0,2,train,sinh viên ít được thực hành trên thiết bị mạng thật mong nhà trường tạo điều kiện hơn cho sinh viên được thực hành,Tiêu cực,Cơ sở vật chất,24
"nên bố trí cho phòng jack cắm loa cho lab , để khi thầy phát video , hoặc thí nghiệm xử lý âm thanh ra loa , giúp sinh viên tiếp cận thí nghiệm hoặc nội dung video tốt hơn .",0,2,train,nên bố trí cho phòng jack cắm loa cho lab để khi thầy phát video hoặc thí nghiệm xử lý âm thanh ra loa giúp sinh viên tiếp cận thí nghiệm hoặc nội dung video tốt hơn,Tiêu cực,Cơ sở vật chất,37
cần sửa chữa trang thiết bị giảng dạy .,0,2,train,cần sửa chữa trang thiết bị giảng dạy,Tiêu cực,Cơ sở vật chất,8
"như đã nêu trên , phòng máy trang bị bản visual studio quá cũ khiến việc thực hành trở nên khó khăn , không phù hợp với thực tế chắc hẳn không ai ra trường đi làm .",0,2,train,như đã nêu trên phòng máy trang bị bản visual studio quá cũ khiến việc thực hành trở nên khó khăn không phù hợp với thực tế chắc hẳn không ai ra trường đi làm,Tiêu cực,Cơ sở vật chất,35
nâng cấp phòng thực hành .,0,2,train,nâng cấp phòng thực hành,Tiêu cực,Cơ sở vật chất,5
"nên làm sạch lại bàn ghế , và một số thiết bị bằng điện .",0,2,train,nên làm sạch lại bàn ghế và một số thiết bị bằng điện,Tiêu cực,Cơ sở vật chất,13
cải thiện chất lượng phòng máy .,0,2,train,cải thiện chất lượng phòng máy,Tiêu cực,Cơ sở vật chất,6
"nhưng chất lượng cơ sở vật chất nhất là bàn ghế bên dãy nhà wzjwz15 , có một số phòng bụi nhiều , bàn ghế dơ nhưng không được lau dọn .",0,2,train,nhưng chất lượng cơ sở vật chất nhất là bàn ghế bên dãy nhà wzjwz15 có một số phòng bụi nhiều bàn ghế dơ nhưng không được lau dọn,Tiêu cực,Cơ sở vật chất,29
thiết bị .,2,2,train,thiết bị,Trung lập,Cơ sở vật chất,2
"các máy tính của trường thường xuyên bị lỗi khi sử dụng , sinh viên thường phải mang laptop cá nhân lên làm bài hay thi cử .",0,2,train,các máy tính của trường thường xuyên bị lỗi khi sử dụng sinh viên thường phải mang laptop cá nhân lên làm bài hay thi cử,Tiêu cực,Cơ sở vật chất,26
năng cấp phòng máy .,0,2,train,năng cấp phòng máy,Tiêu cực,Cơ sở vật chất,4
"nâng cấp trang thiết bị phòng học doubledot máy chiếu , quạt .",0,2,train,nâng cấp trang thiết bị phòng học doubledot máy chiếu quạt,Tiêu cực,Cơ sở vật chất,11
"tiếng bị ồn , vang nên khá khó nghe .",0,2,train,tiếng bị ồn vang nên khá khó nghe,Tiêu cực,Cơ sở vật chất,8
"cần tăng thêm số lượng thiết bị , và thời gian thực hành .",0,2,train,cần tăng thêm số lượng thiết bị và thời gian thực hành,Tiêu cực,Cơ sở vật chất,12
"hệ thống wecode cần sửa lại tính năng submit kết quả cuối cùng , bao nhiêu sinh viên bị mất điểm vì submit trong đó có cả em colonsadcolon .",0,2,train,hệ thống wecode cần sửa lại tính năng submit kết quả cuối cùng bao nhiêu sinh viên bị mất điểm vì submit trong đó có cả em colonsadcolon,Tiêu cực,Cơ sở vật chất,28
cần có thiết bị và phòng học tốt hơn .,0,2,train,cần có thiết bị và phòng học tốt hơn,Tiêu cực,Cơ sở vật chất,9
cần trang bị thiết bị thực hành hiện đại hơn .,0,2,train,cần trang bị thiết bị thực hành hiện đại hơn,Tiêu cực,Cơ sở vật chất,10
dụng cụ học tập đầy đủ .,1,2,train,dụng cụ học tập đầy đủ,Tích cực,Cơ sở vật chất,6
điều kiện vật chất chưa được đầy đủ .,0,2,train,điều kiện vật chất chưa được đầy đủ,Tiêu cực,Cơ sở vật chất,8
trang thiết bị cần được nâng cấp và cải thiện .,0,2,train,trang thiết bị cần được nâng cấp và cải thiện,Tiêu cực,Cơ sở vật chất,10
cô vui vẻ .,1,2,train,cô vui vẻ,Tích cực,Cơ sở vật chất,3
"em nghĩ là cơ sở vật chất của trường còn yếu kém , máy chiếu rất mờ , rất ít khi nhìn rõ được chữ trên slide bài giảng .",0,2,train,em nghĩ là cơ sở vật chất của trường còn yếu kém máy chiếu rất mờ rất ít khi nhìn rõ được chữ trên slide bài giảng,Tiêu cực,Cơ sở vật chất,27
"máy chiếu rất mờ , ngồi học lớp 100 người những bạn ngồi cuối hoàn toàn không thấy slide .",0,2,train,máy chiếu rất mờ ngồi học lớp 100 người những bạn ngồi cuối hoàn toàn không thấy slide,Tiêu cực,Cơ sở vật chất,18
"phòng học số lượng sinh viên nhiều , nhưng chỉ có quạt trần , cần trang bị thêm máy lạnh .",0,2,train,phòng học số lượng sinh viên nhiều nhưng chỉ có quạt trần cần trang bị thêm máy lạnh,Tiêu cực,Cơ sở vật chất,18
"thiết bị và dụng cụ thí nghiệm tại phòng lab còn nhiều hạn chê , hư hỏng nhiều , không đáp ứng được nội dung thực hành .",0,2,train,thiết bị và dụng cụ thí nghiệm tại phòng lab còn nhiều hạn chê hư hỏng nhiều không đáp ứng được nội dung thực hành,Tiêu cực,Cơ sở vật chất,25
nên tăng hiệu suất của máy .,0,2,train,nên tăng hiệu suất của máy,Tiêu cực,Cơ sở vật chất,6
"phòng lab được trang bị những máy tính cấu hình thấp không đảm bảo được nhu cầu thực hành của sinh viên khoa wzjwz46 , chất lượng mạng kém , có nhiều dây mạng không thể truy cập internet .",0,2,train,phòng lab được trang bị những máy tính cấu hình thấp không đảm bảo được nhu cầu thực hành của sinh viên khoa wzjwz46 chất lượng mạng kém có nhiều dây mạng không thể truy cập internet,Tiêu cực,Cơ sở vật chất,37
cải thiện chất lượng phòng máy và kết nối mạng .,0,2,train,cải thiện chất lượng phòng máy và kết nối mạng,Tiêu cực,Cơ sở vật chất,10
chiếu video lên cho sinh viên xem nhưng hệ thống âm thanh hình ảnh kém khiến sinh viên không hiểu hết được nội dung của video vào môn học .,0,2,train,chiếu video lên cho sinh viên xem nhưng hệ thống âm thanh hình ảnh kém khiến sinh viên không hiểu hết được nội dung của video vào môn học,Tiêu cực,Cơ sở vật chất,29
phòng lab chưa được cải thiện .,0,2,train,phòng lab chưa được cải thiện,Tiêu cực,Cơ sở vật chất,6
phòng thực hành thiếu ổ cắm .,0,2,train,phòng thực hành thiếu ổ cắm,Tiêu cực,Cơ sở vật chất,6
"phòng học lý thuyết thì kém , nóng , bụi nhiều .",0,2,train,phòng học lý thuyết thì kém nóng bụi nhiều,Tiêu cực,Cơ sở vật chất,9
"cần phải nâng cấp , cài đặt mới các phần mềm phù hợp hơn ví dụ doubledot máy ảo ubuntu .",0,2,train,cần phải nâng cấp cài đặt mới các phần mềm phù hợp hơn ví dụ doubledot máy ảo ubuntu,Tiêu cực,Cơ sở vật chất,19
"phòng lab khoa wzjwz16 trên tầng 3 nhà wzjwz17 quá chật chội , bụi bám lớp dày , trang thiết bị mạng đầu tư đắt tiền nhưng ít khi sử dụng tới , không kiểm tra lau chùi sẽ dẫn đến hỏng hóc , quạt không còn quay .",0,2,train,phòng lab khoa wzjwz16 trên tầng 3 nhà wzjwz17 quá chật chội bụi bám lớp dày trang thiết bị mạng đầu tư đắt tiền nhưng ít khi sử dụng tới không kiểm tra lau chùi sẽ dẫn đến hỏng hóc quạt không còn quay,Tiêu cực,Cơ sở vật chất,44
"phòng học không đáp ứng đủ nhu cầu học tập của sinh viên , máy chiếu khá mờ .",0,2,train,phòng học không đáp ứng đủ nhu cầu học tập của sinh viên máy chiếu khá mờ,Tiêu cực,Cơ sở vật chất,17
cải thiện và nâng cao cơ sở vật chất .,0,2,train,cải thiện và nâng cao cơ sở vật chất,Tiêu cực,Cơ sở vật chất,9
lớp ít người nên học thoải mái .,1,2,train,lớp ít người nên học thoải mái,Tích cực,Cơ sở vật chất,7
"phòng thực hành dây mạng không rút được , wifi thì yếu .",0,2,train,phòng thực hành dây mạng không rút được wifi thì yếu,Tiêu cực,Cơ sở vật chất,11
"đồng thời , phòng học được phân bổ không hợp lý với những lớp học về trưa , phòng khá nóng bức , quạt cũng không mát , máy chiếu khá mờ và cửa khó đóng mở khi trời mưa hoặc khi quá nắng .",0,2,train,đồng thời phòng học được phân bổ không hợp lý với những lớp học về trưa phòng khá nóng bức quạt cũng không mát máy chiếu khá mờ và cửa khó đóng mở khi trời mưa hoặc khi quá nắng,Tiêu cực,Cơ sở vật chất,40
có đầy đủ trang thiết bị .,1,2,train,có đầy đủ trang thiết bị,Tích cực,Cơ sở vật chất,6
nên đổi phòng học sang phòng chất lượng cao .,0,2,train,nên đổi phòng học sang phòng chất lượng cao,Tiêu cực,Cơ sở vật chất,9
nâng cấp chất lượng máy chiếu .,0,2,train,nâng cấp chất lượng máy chiếu,Tiêu cực,Cơ sở vật chất,6
các phòng lab cần có wifi đủ mạnh để phục vụ tốt cho quá trình thực hành .,0,2,train,các phòng lab cần có wifi đủ mạnh để phục vụ tốt cho quá trình thực hành,Tiêu cực,Cơ sở vật chất,17
cần phòng học và thiết bị tốt hơn .,0,2,train,cần phòng học và thiết bị tốt hơn,Tiêu cực,Cơ sở vật chất,8
thường xuyên bảo trì nâng cấp các chương trình máy tính .,0,2,train,thường xuyên bảo trì nâng cấp các chương trình máy tính,Tiêu cực,Cơ sở vật chất,11
hệ thống máy chiếu cần cải thiện .,0,2,train,hệ thống máy chiếu cần cải thiện,Tiêu cực,Cơ sở vật chất,7
bị chậm hoặc bị treo máy giữa chừng .,0,2,train,bị chậm hoặc bị treo máy giữa chừng,Tiêu cực,Cơ sở vật chất,8
nó có nghĩa là ở phòng thực hành mạng có thể áp dung cho một hay hai phòng đều nên có giáo viên trực .,0,2,train,nó có nghĩa là ở phòng thực hành mạng có thể áp dung cho một hay hai phòng đều nên có giáo viên trực,Tiêu cực,Cơ sở vật chất,24
trang bị thêm sách bài tập .,0,2,train,trang bị thêm sách bài tập,Tiêu cực,Cơ sở vật chất,6
trời nóng quá và máy chiếu quá xa với lớp đông học sinh .,0,2,train,trời nóng quá và máy chiếu quá xa với lớp đông học sinh,Tiêu cực,Cơ sở vật chất,13
"học phòng elab quá rộng , phân tán sinh viên làm giảng viên khó tương tác trực tiếp với sinh viên .",0,2,train,học phòng elab quá rộng phân tán sinh viên làm giảng viên khó tương tác trực tiếp với sinh viên,Tiêu cực,Cơ sở vật chất,20
"thiết bị phòng học z còn nhiều trục trặc , đặc biệt máy chiếu chưa có độ phân giải đủ để học , thường xảy ra trục trặc .",0,2,train,thiết bị phòng học z còn nhiều trục trặc đặc biệt máy chiếu chưa có độ phân giải đủ để học thường xảy ra trục trặc,Tiêu cực,Cơ sở vật chất,26
"cải thiện chất lượng quạt , phòng rất nóng , hầm và bí .",0,2,train,cải thiện chất lượng quạt phòng rất nóng hầm và bí,Tiêu cực,Cơ sở vật chất,11
"mong nhà trường sửa chữa lại các máy tính đã bị hỏng ở phòng thực hành khoa wzjwz4 phòng wzjwz5 , để quá trình thực hành của sinh viên được tốt hơn .",0,2,train,mong nhà trường sửa chữa lại các máy tính đã bị hỏng ở phòng thực hành khoa wzjwz4 phòng wzjwz5 để quá trình thực hành của sinh viên được tốt hơn,Tiêu cực,Cơ sở vật chất,31
"em hy vọng phòng học ít người hơn , vì học 4 tiết buổi chiều rất là mệt mỏi , hơn nữa , thời tiết nóng và lớp đông gây nên xao lãng bài học , việc học tập trong lớp nhỏ và đông như vậy rất khó tiếp thu .",0,2,train,em hy vọng phòng học ít người hơn vì học 4 tiết buổi chiều rất là mệt mỏi hơn nữa thời tiết nóng và lớp đông gây nên xao lãng bài học việc học tập trong lớp nhỏ và đông như vậy rất khó tiếp thu,Tiêu cực,Cơ sở vật chất,46
"cần cải thiện chất lượng phòng học thực hành của khoa wzjwz36 tại phòng wzjwz37 , máy tính của trường cung cấp không thể sử dụng để thực hành , 10% sinh viên phải dùng laptop cá nhân để làm thực hành , bên cạnh đó phòng học cũng rất chật và nóng bức .",0,2,train,cần cải thiện chất lượng phòng học thực hành của khoa wzjwz36 tại phòng wzjwz37 máy tính của trường cung cấp không thể sử dụng để thực hành 10 sinh viên phải dùng laptop cá nhân để làm thực hành bên cạnh đó phòng học cũng rất chật và nóng bức,Tiêu cực,Cơ sở vật chất,51
micro hư thường xuyên .,0,2,train,micro hư thường xuyên,Tiêu cực,Cơ sở vật chất,4
"trang thiết bị phục vụ cho việc học còn nhiều hạn chế , cụ thể là ở tòa nhà c hầu hết các phòng không có màng che nên sinh viên không thể nhìn rõ slide để có thể học .",0,2,train,trang thiết bị phục vụ cho việc học còn nhiều hạn chế cụ thể là ở tòa nhà c hầu hết các phòng không có màng che nên sinh viên không thể nhìn rõ slide để có thể học,Tiêu cực,Cơ sở vật chất,39
phòng lab nên được cải thiện .,0,2,train,phòng lab nên được cải thiện,Tiêu cực,Cơ sở vật chất,6
mong nhà trường sẽ nâng cao cơ sở vật chất trong phòng máy để đảm bảo hiệu quả hơn .,0,2,train,mong nhà trường sẽ nâng cao cơ sở vật chất trong phòng máy để đảm bảo hiệu quả hơn,Tiêu cực,Cơ sở vật chất,19
nên thay máy chiếu và âm thanh tại phòng wzjwz154 .,0,2,train,nên thay máy chiếu và âm thanh tại phòng wzjwz154,Tiêu cực,Cơ sở vật chất,10
"phòng anh văn gần với công trình đang thi công , mong nhà trường sắp xếp để có phòng học yên tĩnh .",0,2,train,phòng anh văn gần với công trình đang thi công mong nhà trường sắp xếp để có phòng học yên tĩnh,Tiêu cực,Cơ sở vật chất,21
"phòng máy chất lượng khá cùi , nhiều máy không có visual 2010 .",0,2,train,phòng máy chất lượng khá cùi nhiều máy không có visual 2010,Tiêu cực,Cơ sở vật chất,12
nên đầu tư nhiều hơn vào trang thiết bị .,0,2,train,nên đầu tư nhiều hơn vào trang thiết bị,Tiêu cực,Cơ sở vật chất,9
phòng học quá nóng .,0,2,train,phòng học quá nóng,Tiêu cực,Cơ sở vật chất,4
cải tiến phòng học nhiều thiết bị cho việc thực hành .,0,2,train,cải tiến phòng học nhiều thiết bị cho việc thực hành,Tiêu cực,Cơ sở vật chất,11
phòng ốc nên sạch sẽ hơn thì sinh viên sẽ có hứng thú ngồi lâu hơn trong phòng học .,0,2,train,phòng ốc nên sạch sẽ hơn thì sinh viên sẽ có hứng thú ngồi lâu hơn trong phòng học,Tiêu cực,Cơ sở vật chất,19
theo em nghĩ nên sửa lại hoặc thay mới dàn máy tính cũ và dễ bị lỗi đi .,0,2,train,theo em nghĩ nên sửa lại hoặc thay mới dàn máy tính cũ và dễ bị lỗi đi,Tiêu cực,Cơ sở vật chất,18
phòng thực hành nóng .,0,2,train,phòng thực hành nóng,Tiêu cực,Cơ sở vật chất,4
"nâng cấp hệ thống phục vụ giảng dạy như loa , máy cassette .",0,2,train,nâng cấp hệ thống phục vụ giảng dạy như loa máy cassette,Tiêu cực,Cơ sở vật chất,12
em mong nhà trường có thể đổi phòng học cho lớp em ạ .,0,2,train,em mong nhà trường có thể đổi phòng học cho lớp em ạ,Tiêu cực,Cơ sở vật chất,13
phòng hội trường nóng nực .,0,2,train,phòng hội trường nóng nực,Tiêu cực,Cơ sở vật chất,5
"sáng 7h15 - 7h20 các cô lao công mới quét lớp , sàn nhà , mà cứ quét là hắt thẳng kể cả mặt sinh viên đang đi ở hành lang các nhà như không có ai , rất khó chịu cho các bạn sinh viên , nói ra với các cô sợ các cô buồn rồi hôm sau hắt mạnh tay hơn .",0,2,train,sáng 7h15 7h20 các cô lao công mới quét lớp sàn nhà mà cứ quét là hắt thẳng kể cả mặt sinh viên đang đi ở hành lang các nhà như không có ai rất khó chịu cho các bạn sinh viên nói ra với các cô sợ các cô buồn rồi hôm sau hắt mạnh tay hơn,Tiêu cực,Cơ sở vật chất,58
em đề nghị đổi phòng học .,0,2,train,em đề nghị đổi phòng học,Tiêu cực,Cơ sở vật chất,6
các phòng máy cần được trang bị các phần mềm hỗ trợ cho môn học phù hợp .,0,2,train,các phòng máy cần được trang bị các phần mềm hỗ trợ cho môn học phù hợp,Tiêu cực,Cơ sở vật chất,17
phòng học thiếu quạt máy chiếu mờ em xin cám ơn .,0,2,train,phòng học thiếu quạt máy chiếu mờ em xin cám ơn,Tiêu cực,Cơ sở vật chất,11
mong nhà trường nâng cấp các phòng thực hành và các thiết bị trong phòng học .,0,2,train,mong nhà trường nâng cấp các phòng thực hành và các thiết bị trong phòng học,Tiêu cực,Cơ sở vật chất,16
thiết bị còn thiếu .,0,2,train,thiết bị còn thiếu,Tiêu cực,Cơ sở vật chất,4
để ra hơi khó .,0,2,train,để ra hơi khó,Tiêu cực,Cơ sở vật chất,4
"cần nâng cấp hệ thống giảng dạy , học tập .",0,2,train,cần nâng cấp hệ thống giảng dạy học tập,Tiêu cực,Cơ sở vật chất,9
theo em cần phải có phòng thí nghiệm môn này thì mới thật sự hiệu quả .,0,2,train,theo em cần phải có phòng thí nghiệm môn này thì mới thật sự hiệu quả,Tiêu cực,Cơ sở vật chất,16
cần wifi mạnh thêm cho dãy nhà cũ .,0,2,train,cần wifi mạnh thêm cho dãy nhà cũ,Tiêu cực,Cơ sở vật chất,8
"máy tính của phòng thực hành không đáp ứng được nhu cầu môn học , giảng viên yêu cầu tự làm trên laptop và mang lên phòng thực hành chấm điểm , vậy phòng thực hành là phòng chấm điểm ?",0,2,train,máy tính của phòng thực hành không đáp ứng được nhu cầu môn học giảng viên yêu cầu tự làm trên laptop và mang lên phòng thực hành chấm điểm vậy phòng thực hành là phòng chấm điểm,Tiêu cực,Cơ sở vật chất,38
phòng học nóng .,0,2,train,phòng học nóng,Tiêu cực,Cơ sở vật chất,3
phòng học nóng quá nên lắp thêm quạt .,0,2,train,phòng học nóng quá nên lắp thêm quạt,Tiêu cực,Cơ sở vật chất,8
"máy chiếu thì quá mờ mới gần đây thôi , quạt thì có cái chạy được , có cái bị hỏng công tắc .",0,2,train,máy chiếu thì quá mờ mới gần đây thôi quạt thì có cái chạy được có cái bị hỏng công tắc,Tiêu cực,Cơ sở vật chất,21
"máy của phòng thực hành wzjwz241 khởi động visual studio chậm , bàn phím chưa tốt .",0,2,train,máy của phòng thực hành wzjwz241 khởi động visual studio chậm bàn phím chưa tốt,Tiêu cực,Cơ sở vật chất,15
"phòng học gần công trình đang xây dựng nên rất ồn , mong trường có thể đổi phòng học khác , em xin cảm ơn !",0,2,train,phòng học gần công trình đang xây dựng nên rất ồn mong trường có thể đổi phòng học khác em xin cảm ơn,Tiêu cực,Cơ sở vật chất,23
"nhiều phòng thực hành không có visual hay dev , rất bất lợi cho những bạn chưa có lap .",0,2,train,nhiều phòng thực hành không có visual hay dev rất bất lợi cho những bạn chưa có lap,Tiêu cực,Cơ sở vật chất,18
"máy chiếu không rõ , hư hỏng , chập chờn .",0,2,train,máy chiếu không rõ hư hỏng chập chờn,Tiêu cực,Cơ sở vật chất,8
"phòng thực hành nhỏ không đủ máy cho sinh viên , máy có nhiều virus .",0,2,train,phòng thực hành nhỏ không đủ máy cho sinh viên máy có nhiều virus,Tiêu cực,Cơ sở vật chất,14
phòng máy thực hành cần nâng cấp .,0,2,train,phòng máy thực hành cần nâng cấp,Tiêu cực,Cơ sở vật chất,7
ở lớp khi ngồi ở những bàn sau nhìn bảng rất khó .,0,2,train,ở lớp khi ngồi ở những bàn sau nhìn bảng rất khó,Tiêu cực,Cơ sở vật chất,12
nhìn không rõ .,0,2,train,nhìn không rõ,Tiêu cực,Cơ sở vật chất,3
"học anh văn nên học ở phòng lab , cách âm để khi học listening không bị ảnh hưởng bởi bên ngoài .",0,2,train,học anh văn nên học ở phòng lab cách âm để khi học listening không bị ảnh hưởng bởi bên ngoài,Tiêu cực,Cơ sở vật chất,21
phòng lab tốt hơn .,1,2,train,phòng lab tốt hơn,Tích cực,Cơ sở vật chất,4
cần nâng cấp phòng thực hành để có thể thực hành với nền tảng mới nhất của môn học !,0,2,train,cần nâng cấp phòng thực hành để có thể thực hành với nền tảng mới nhất của môn học,Tiêu cực,Cơ sở vật chất,19
"cần lắp thêm quạt , ổ cắm và màn che .",0,2,train,cần lắp thêm quạt ổ cắm và màn che,Tiêu cực,Cơ sở vật chất,9
trời quá nóng mà không có đủ không khí mát mẻ .,0,2,train,trời quá nóng mà không có đủ không khí mát mẻ,Tiêu cực,Cơ sở vật chất,11
nên  tăng hiệu suất máy tính .,0,2,train,nên tăng hiệu suất máy tính,Tiêu cực,Cơ sở vật chất,6
trang thiết bị sơ sài .,0,2,train,trang thiết bị sơ sài,Tiêu cực,Cơ sở vật chất,5
"phòng học , bàn ghế còn bẩn và nhiều bụi bặm .",0,2,train,phòng học bàn ghế còn bẩn và nhiều bụi bặm,Tiêu cực,Cơ sở vật chất,10
cần sắp xếp phòng học cho phù hợp với số lượng sinh viên để sinh viên tiếp thu tốt hơn .,0,2,train,cần sắp xếp phòng học cho phù hợp với số lượng sinh viên để sinh viên tiếp thu tốt hơn,Tiêu cực,Cơ sở vật chất,20
"rất mong nhà trường nâng cấp phòng máy máy mở lên rất lâu , màn hình bị nháy , con chuột bị đơ , bàn phím rít , nên cài visual cao hơn visual 2005 để sinh viên dễ thực hành .",0,2,train,rất mong nhà trường nâng cấp phòng máy máy mở lên rất lâu màn hình bị nháy con chuột bị đơ bàn phím rít nên cài visual cao hơn visual 2005 để sinh viên dễ thực hành,Tiêu cực,Cơ sở vật chất,37
"hỗ trợ thêm cơ sở vật chất , thiết bị thực tế .",0,2,train,hỗ trợ thêm cơ sở vật chất thiết bị thực tế,Tiêu cực,Cơ sở vật chất,11
thiết bị giảng dạy chưa tốt lắm .,0,2,train,thiết bị giảng dạy chưa tốt lắm,Tiêu cực,Cơ sở vật chất,7
nâng cao chất lượng thực thành .,0,2,train,nâng cao chất lượng thực thành,Tiêu cực,Cơ sở vật chất,6
"nhiều máy còn bị nhiễm virus , chậm , đôi khi làm hỏng phần mềm thực hành .",0,2,train,nhiều máy còn bị nhiễm virus chậm đôi khi làm hỏng phần mềm thực hành,Tiêu cực,Cơ sở vật chất,15
"không có , chỉ là phòng lab máy nên được nâng cấp .",0,2,train,không có chỉ là phòng lab máy nên được nâng cấp,Tiêu cực,Cơ sở vật chất,11
"môn mạng học ở phòng wzjwz24 , wifi ở phòng này khá yếu , xài rất chậm .",0,2,train,môn mạng học ở phòng wzjwz24 wifi ở phòng này khá yếu xài rất chậm,Tiêu cực,Cơ sở vật chất,15
máy thực hành nên cài visual studio 2013 .,0,2,train,máy thực hành nên cài visual studio 2013,Tiêu cực,Cơ sở vật chất,8
"phòng học nóng , máy chiếu hơi mờ .",0,2,train,phòng học nóng máy chiếu hơi mờ,Tiêu cực,Cơ sở vật chất,7
máy chiếu còn chưa tốt .,0,2,train,máy chiếu còn chưa tốt,Tiêu cực,Cơ sở vật chất,5
phòng máy cần nâng cấp .,0,2,train,phòng máy cần nâng cấp,Tiêu cực,Cơ sở vật chất,5
việc kết nối mạng máy tính trong phòng thực hành cần được sửa chữa .,0,2,train,việc kết nối mạng máy tính trong phòng thực hành cần được sửa chữa,Tiêu cực,Cơ sở vật chất,14
