feedback,sentiment,topic,split,feedback_sach,ten_cam_xuc,ten_chu_de,so_tu
trong khi đề thi cho phép sinh viên dùng mạng .,2,1,train,trong khi đề thi cho phép sinh viên dùng mạng,Trung lập,Chương trình,10
bài tập trực tuyến .,2,1,train,bài tập trực tuyến,Trung lập,Chương trình,4
giảm tải lượng bài tập phần thực hành .,0,1,train,giảm tải lượng bài tập phần thực hành,Tiêu cực,Chương trình,8
mở rộng kiến thức làm cơ sở cho các môn học khác .,2,1,train,mở rộng kiến thức làm cơ sở cho các môn học khác,Trung lập,Chương trình,12
làm như vậy gây khó khăn rất lớn cho sinh viên trong việc phân bổ thời gian phù hợp cho môn học này .,0,1,train,làm như vậy gây khó khăn rất lớn cho sinh viên trong việc phân bổ thời gian phù hợp cho môn học này,Tiêu cực,Chương trình,23
nên tăng tiết thực hành .,0,1,train,nên tăng tiết thực hành,Tiêu cực,Chương trình,5
"cần chuyên nghiệp hơn , cụ thể hơn để sinh viên dễ dàng tiếp cận .",0,1,train,cần chuyên nghiệp hơn cụ thể hơn để sinh viên dễ dàng tiếp cận,Tiêu cực,Chương trình,14
"nên ra đề phù hợp với năng lực của sinh viên hơn , hình thức đề thi không nên đánh đố sinh viên .",0,1,train,nên ra đề phù hợp với năng lực của sinh viên hơn hình thức đề thi không nên đánh đố sinh viên,Tiêu cực,Chương trình,22
cần nên cho bài tập về nhà .,0,1,train,cần nên cho bài tập về nhà,Tiêu cực,Chương trình,7
phân bổ thời gian theo kiểu chưa học tới lý thuyết đã thực hành nên không biết gì để làm .,0,1,train,phân bổ thời gian theo kiểu chưa học tới lý thuyết đã thực hành nên không biết gì để làm,Tiêu cực,Chương trình,20
"cô tận tâm , có những chuẩn mực tốt đẹp của một nhà giáo .",1,1,train,cô tận tâm có những chuẩn mực tốt đẹp của một nhà giáo,Tích cực,Chương trình,13
"cập nhật bài giảng trên trang coursedotuitdotedudotvn đầy đủ , có bài tập hàng tuần .",1,1,train,cập nhật bài giảng trên trang coursedotuitdotedudotvn đầy đủ có bài tập hàng tuần,Tích cực,Chương trình,14
cần post thêm nhiều bài tập liên quan đến nội dung môn học trên web để sinh viên thuận tiện down về và làm .,0,1,train,cần post thêm nhiều bài tập liên quan đến nội dung môn học trên web để sinh viên thuận tiện down về và làm,Tiêu cực,Chương trình,24
"em thấy nó rất cần thiết sau này , em đề nghị với văn phòng chương trình đặc biệt năm sau lại tiếp tục mời thầy về dạy .",0,1,train,em thấy nó rất cần thiết sau này em đề nghị với văn phòng chương trình đặc biệt năm sau lại tiếp tục mời thầy về dạy,Tiêu cực,Chương trình,27
thực hành cần được quan tâm hơn .,0,1,train,thực hành cần được quan tâm hơn,Tiêu cực,Chương trình,7
lý thuyết quá nhiều nhưng không có thời gian để sửa bài tập .,0,1,train,lý thuyết quá nhiều nhưng không có thời gian để sửa bài tập,Tiêu cực,Chương trình,13
phần nghe nói được cải thiện .,1,1,train,phần nghe nói được cải thiện,Tích cực,Chương trình,6
"nên phân bổ thời gian hợp thực hành sớm hơn , sau khi vào học chính khoảng một tháng , cần tránh các ngày thi giữa kỳ ngày lễ vì vừa rồi nhiều hôm thực hành trúng vào các ngày này , phòng thực hành còn nóng và bụi bặm , máy chiếu tuy vẫn thấy như là khá mờ , nếu ngồi xa hay trời sáng quá sẽ không thấy rõ .",0,1,train,nên phân bổ thời gian hợp thực hành sớm hơn sau khi vào học chính khoảng một tháng cần tránh các ngày thi giữa kỳ ngày lễ vì vừa rồi nhiều hôm thực hành trúng vào các ngày này phòng thực hành còn nóng và bụi bặm máy chiếu tuy vẫn thấy như là khá mờ nếu ngồi xa hay trời sáng quá sẽ không thấy rõ,Tiêu cực,Chương trình,67
"đôi khi bài thực hành và lý thuyết không khớp gì nhau cả , có 2 tuần lớp thực hành học trước lý thuyết .",0,1,train,đôi khi bài thực hành và lý thuyết không khớp gì nhau cả có 2 tuần lớp thực hành học trước lý thuyết,Tiêu cực,Chương trình,23
nội dung bài giảng trên lớp rất liên quan đến nội dung thi .,1,1,train,nội dung bài giảng trên lớp rất liên quan đến nội dung thi,Tích cực,Chương trình,13
cần có sự thay đổi trong các file tài liệu cung cấp cho sinh viên ví dụ như cần nhiều ví dụ hoặc các bài tập từ dễ đến khó hơn để sinh viên tự chủ động trong việc học sẽ giúp sinh viên nhớ lâu hơn .,0,1,train,cần có sự thay đổi trong các file tài liệu cung cấp cho sinh viên ví dụ như cần nhiều ví dụ hoặc các bài tập từ dễ đến khó hơn để sinh viên tự chủ động trong việc học sẽ giúp sinh viên nhớ lâu hơn,Tiêu cực,Chương trình,47
bài tập cần bám sát trên lý thuyết hơn .,0,1,train,bài tập cần bám sát trên lý thuyết hơn,Tiêu cực,Chương trình,9
"chương trình của môn khá nặng ở những phần cuối , cần giảm tải một số phần để có hiệu quả trong việc tiếp thu .",0,1,train,chương trình của môn khá nặng ở những phần cuối cần giảm tải một số phần để có hiệu quả trong việc tiếp thu,Tiêu cực,Chương trình,24
em nghĩ cần có những giải pháp đặc biệt giúp những sinh viên dưới tỉnh lên thành phố học tập tốt anh văn .,0,1,train,em nghĩ cần có những giải pháp đặc biệt giúp những sinh viên dưới tỉnh lên thành phố học tập tốt anh văn,Tiêu cực,Chương trình,23
bài tập còn hơi ít .,0,1,train,bài tập còn hơi ít,Tiêu cực,Chương trình,5
bài tập cụ thể .,1,1,train,bài tập cụ thể,Tích cực,Chương trình,4
không thực hành .,0,1,train,không thực hành,Tiêu cực,Chương trình,3
tài liệu tham khảo đầy đủ .,1,1,train,tài liệu tham khảo đầy đủ,Tích cực,Chương trình,6
nâng cao kỹ năng nghe .,1,1,train,nâng cao kỹ năng nghe,Tích cực,Chương trình,5
nên giảm thời lượng môn học còn 7 tuần và tăng thời gian mỗi buổi học lên 4 tiết .,0,1,train,nên giảm thời lượng môn học còn 7 tuần và tăng thời gian mỗi buổi học lên 4 tiết,Tiêu cực,Chương trình,19
"mà chủ yếu tập trung vào phần quản lý thao tác đã được học trong môn hệ quản trị cơ sỡ dữ liệu trong khi đó theo đề cương môn học chỉ dạy một buổi , mà giảng viên dạy nhiều buổi .",0,1,train,mà chủ yếu tập trung vào phần quản lý thao tác đã được học trong môn hệ quản trị cơ sỡ dữ liệu trong khi đó theo đề cương môn học chỉ dạy một buổi mà giảng viên dạy nhiều buổi,Tiêu cực,Chương trình,41
ví dụ doubledot lý thuyết chưa học mà đã cho thực hành .,0,1,train,ví dụ doubledot lý thuyết chưa học mà đã cho thực hành,Tiêu cực,Chương trình,12
có nhiều bài tập giúp sinh viên thực hành nhiều từ đó nắm được kiến thức môn học .,1,1,train,có nhiều bài tập giúp sinh viên thực hành nhiều từ đó nắm được kiến thức môn học,Tích cực,Chương trình,18
"thiết nghĩ , nên chia thời gian học ra thành 2 buổi , mỗi buổi 2 tiết !",0,1,train,thiết nghĩ nên chia thời gian học ra thành 2 buổi mỗi buổi 2 tiết,Tiêu cực,Chương trình,15
chương trình hơi nhanh so với lý thuyết .,0,1,train,chương trình hơi nhanh so với lý thuyết,Tiêu cực,Chương trình,8
"các bài thực hành thường rất khó , quá tầm hiện tại của các sinh viên , dẫn đến các sinh viên thường nản chí và hầu như bỏ đi 20% số điểm của môn thực hành !",0,1,train,các bài thực hành thường rất khó quá tầm hiện tại của các sinh viên dẫn đến các sinh viên thường nản chí và hầu như bỏ đi 20 số điểm của môn thực hành,Tiêu cực,Chương trình,35
cần bài tập thêm vê nhà .,0,1,train,cần bài tập thêm vê nhà,Tiêu cực,Chương trình,6
nội dung môn học cần mở rộng hơn .,0,1,train,nội dung môn học cần mở rộng hơn,Tiêu cực,Chương trình,8
cần có sự kết hợp để chương lý thuyết kịp với thực hành .,0,1,train,cần có sự kết hợp để chương lý thuyết kịp với thực hành,Tiêu cực,Chương trình,13
phần học nội dung chương trình đào tạo của mỗi khoa quá thừa .,0,1,train,phần học nội dung chương trình đào tạo của mỗi khoa quá thừa,Tiêu cực,Chương trình,13
"danh sách lớp phân bổ không đều , số sinh viên nhiều hơn số máy trong phòng lab .",0,1,train,danh sách lớp phân bổ không đều số sinh viên nhiều hơn số máy trong phòng lab,Tiêu cực,Chương trình,17
"tuy nhiên , số lượng nhiệm vụ nhiều quá .",0,1,train,tuy nhiên số lượng nhiệm vụ nhiều quá,Tiêu cực,Chương trình,8
"slide còn hơi khô khan , cách giải thích của giảng viên còn chưa thuyết phục dễ hiểu .",0,1,train,slide còn hơi khô khan cách giải thích của giảng viên còn chưa thuyết phục dễ hiểu,Tiêu cực,Chương trình,17
cho nhiều bài tập vận dụng .,1,1,train,cho nhiều bài tập vận dụng,Tích cực,Chương trình,6
thông báo với sinh viên đi nộp ngày 27 nhưng công ty không làm việc .,0,1,train,thông báo với sinh viên đi nộp ngày 27 nhưng công ty không làm việc,Tiêu cực,Chương trình,15
đi dạy trễ .,0,1,train,đi dạy trễ,Tiêu cực,Chương trình,3
bài tập hơi ít .,0,1,train,bài tập hơi ít,Tiêu cực,Chương trình,4
"nên giảng hết chương trình rồi cho sinh viên tìm hiểu nghiên cứu , vì có như thế sinh viên sẽ không mất thời gian và mức độ hiểu và ứng dụng được cao hơn .",0,1,train,nên giảng hết chương trình rồi cho sinh viên tìm hiểu nghiên cứu vì có như thế sinh viên sẽ không mất thời gian và mức độ hiểu và ứng dụng được cao hơn,Tiêu cực,Chương trình,34
cần giảng bài bằng tiếng anh nhiều hơn .,0,1,train,cần giảng bài bằng tiếng anh nhiều hơn,Tiêu cực,Chương trình,8
nên tăng thời lượng 3 tiết 1 buổi thành 4 tiết 1 buổi để sinh viên tiếp thu nhiều kiến thức hơn .,0,1,train,nên tăng thời lượng 3 tiết 1 buổi thành 4 tiết 1 buổi để sinh viên tiếp thu nhiều kiến thức hơn,Tiêu cực,Chương trình,22
lý thuyết liên hệ với thực tế dễ hình dung và hiểu rõ vấn đề .,1,1,train,lý thuyết liên hệ với thực tế dễ hình dung và hiểu rõ vấn đề,Tích cực,Chương trình,15
nội dung đúng chuyên môn và thực tiễn .,1,1,train,nội dung đúng chuyên môn và thực tiễn,Tích cực,Chương trình,8
"đến lớp muộn 15 phút , ra sớm từ 15 đến 30 phút .",0,1,train,đến lớp muộn 15 phút ra sớm từ 15 đến 30 phút,Tiêu cực,Chương trình,12
cần có nhiều bài học thực tế hơn nữa .,0,1,train,cần có nhiều bài học thực tế hơn nữa,Tiêu cực,Chương trình,9
cần đẩy mạnh tiếng anh liên quan đến ngành .,0,1,train,cần đẩy mạnh tiếng anh liên quan đến ngành,Tiêu cực,Chương trình,9
cần phân chia trình độ giữa các bạn để chia lớp rõ ràng hơn .,0,1,train,cần phân chia trình độ giữa các bạn để chia lớp rõ ràng hơn,Tiêu cực,Chương trình,14
"thay hình thức thi giữa kỳ tự luận bằng thi trắc nghiệm , mở lớp đăng ký thực hành sớm để sinh viên không bị đăng ký trùng lịch .",0,1,train,thay hình thức thi giữa kỳ tự luận bằng thi trắc nghiệm mở lớp đăng ký thực hành sớm để sinh viên không bị đăng ký trùng lịch,Tiêu cực,Chương trình,28
nên thông báo về chương trình học của môn học để sinh viên biết trước khi đăng ký môn học đặc biệt là ngôn ngữ được sử dụng trong chương trình học .,0,1,train,nên thông báo về chương trình học của môn học để sinh viên biết trước khi đăng ký môn học đặc biệt là ngôn ngữ được sử dụng trong chương trình học,Tiêu cực,Chương trình,32
các buổi training giúp sinh viên bám sát với cấu trúc đề thi .,1,1,train,các buổi training giúp sinh viên bám sát với cấu trúc đề thi,Tích cực,Chương trình,13
đề thi quá dài không phù hợp với lượng thời gian thi .,0,1,train,đề thi quá dài không phù hợp với lượng thời gian thi,Tiêu cực,Chương trình,12
thực hành đa số sinh viên không hiểu .,0,1,train,thực hành đa số sinh viên không hiểu,Tiêu cực,Chương trình,8
"seminar thì lung tung , không rõ ràng .",0,1,train,seminar thì lung tung không rõ ràng,Tiêu cực,Chương trình,7
đều đều không rõ nghĩa .,0,1,train,đều đều không rõ nghĩa,Tiêu cực,Chương trình,5
nên chú trọng bài tập hơn lý thuyết .,0,1,train,nên chú trọng bài tập hơn lý thuyết,Tiêu cực,Chương trình,8
"cần cung cấp đề cương chi tiết của môn học khi bắt đầu học kỳ , hướng dẫn và cung cấp cho sinh viên tài liệu về môn học được nhiều hơn , đầy đủ hơn .",0,1,train,cần cung cấp đề cương chi tiết của môn học khi bắt đầu học kỳ hướng dẫn và cung cấp cho sinh viên tài liệu về môn học được nhiều hơn đầy đủ hơn,Tiêu cực,Chương trình,34
môn này theo em thì nên giảng dạy ở hình thức 1 sẽ giúp sinh viên nắm bắt được kiến thức tốt hơn .,0,1,train,môn này theo em thì nên giảng dạy ở hình thức 1 sẽ giúp sinh viên nắm bắt được kiến thức tốt hơn,Tiêu cực,Chương trình,23
"môn học 2 cái đồ án , đồ án lý thuyết thì không liên quan đến nội dung môn học dẫn đến khó hiểu .",0,1,train,môn học 2 cái đồ án đồ án lý thuyết thì không liên quan đến nội dung môn học dẫn đến khó hiểu,Tiêu cực,Chương trình,23
"tóm lại , kiến thức tổng quan thì có thể tiếp nhận nhưng kiến thức về chi tiết nội dung thì mập mờ .",0,1,train,tóm lại kiến thức tổng quan thì có thể tiếp nhận nhưng kiến thức về chi tiết nội dung thì mập mờ,Tiêu cực,Chương trình,22
"đề kiểm tra không phù hợp với các dạng bài được hướng dẫn trong lớp , ra kiểm tra các dạng bài mới , phân bổ nội dung trong bài kiểm tra không đồng đều với nội dung giảng dạy .",0,1,train,đề kiểm tra không phù hợp với các dạng bài được hướng dẫn trong lớp ra kiểm tra các dạng bài mới phân bổ nội dung trong bài kiểm tra không đồng đều với nội dung giảng dạy,Tiêu cực,Chương trình,38
chất lượng môn học rất tốt .,1,1,train,chất lượng môn học rất tốt,Tích cực,Chương trình,6
nên tăng cường các bài tập về nhà .,0,1,train,nên tăng cường các bài tập về nhà,Tiêu cực,Chương trình,8
không dạy bài tập cho sinh viên .,0,1,train,không dạy bài tập cho sinh viên,Tiêu cực,Chương trình,7
"quá nhiều , quá lan man .",0,1,train,quá nhiều quá lan man,Tiêu cực,Chương trình,5
nhiều bài tập hay .,1,1,train,nhiều bài tập hay,Tích cực,Chương trình,4
"nên cập nhât giáo trình , tài liêu vì tài liệu từ 10 năm trước , rất cũ so với hiện nay .",0,1,train,nên cập nhât giáo trình tài liêu vì tài liệu từ 10 năm trước rất cũ so với hiện nay,Tiêu cực,Chương trình,20
"còn visual basic em thấy không cần thiết , nên rút ngắn thời gian giảng dạy lại thay vì mất gần nửa học kỳ để giới thiệu khái quát về visual basic .",0,1,train,còn visual basic em thấy không cần thiết nên rút ngắn thời gian giảng dạy lại thay vì mất gần nửa học kỳ để giới thiệu khái quát về visual basic,Tiêu cực,Chương trình,31
đề nghị chuyển tất cả các lớp toán và lý sang phòng học dùng bảng và phấn viết .,0,1,train,đề nghị chuyển tất cả các lớp toán và lý sang phòng học dùng bảng và phấn viết,Tiêu cực,Chương trình,18
"nội dung môn học còn mới , khá nặng , quá nhiều kiến thức gây khó khăn cho sinh viên trong việc tiếp thu .",1,1,train,nội dung môn học còn mới khá nặng quá nhiều kiến thức gây khó khăn cho sinh viên trong việc tiếp thu,Tích cực,Chương trình,22
không liên quan hay hỗ trợ gì cho ngành học .,0,1,train,không liên quan hay hỗ trợ gì cho ngành học,Tiêu cực,Chương trình,10
"kiến thức cung cấp cho sinh viên khá ít cũng như chỉ trong khuôn mẫu , cần có thêm nhiều kiến thức cho thực tế , để các sinh viên thuộc các khoa khác nắm rõ hơn và có thể tìm hiểu và xử lý trong cuộc sống nếu gặp phải .",0,1,train,kiến thức cung cấp cho sinh viên khá ít cũng như chỉ trong khuôn mẫu cần có thêm nhiều kiến thức cho thực tế để các sinh viên thuộc các khoa khác nắm rõ hơn và có thể tìm hiểu và xử lý trong cuộc sống nếu gặp phải,Tiêu cực,Chương trình,49
"bài tập lớn năm nay khá hay , tuy nhiên giảng viên chưa hướng dẫn sinh viên làm nhiều .",0,1,train,bài tập lớn năm nay khá hay tuy nhiên giảng viên chưa hướng dẫn sinh viên làm nhiều,Tiêu cực,Chương trình,18
quá tập trung vào slide .,0,1,train,quá tập trung vào slide,Tiêu cực,Chương trình,5
như thế làm bài thật nhàm chán .,0,1,train,như thế làm bài thật nhàm chán,Tiêu cực,Chương trình,7
em nghĩ nên có nhiều tài liệu học tập hơn .,0,1,train,em nghĩ nên có nhiều tài liệu học tập hơn,Tiêu cực,Chương trình,10
làm bài tập và kiểm tra bài thường xuyên .,1,1,train,làm bài tập và kiểm tra bài thường xuyên,Tích cực,Chương trình,9
"chất lượng dạy còn khá nhiều chỗ chưa tốt , thời gian dạy còn chưa hiệu quả .",0,1,train,chất lượng dạy còn khá nhiều chỗ chưa tốt thời gian dạy còn chưa hiệu quả,Tiêu cực,Chương trình,16
"môn học quá chú trọng vào cách làm giàu , cách mở công ty , cách kinh doanh , mặt hàng kinh doanh .",0,1,train,môn học quá chú trọng vào cách làm giàu cách mở công ty cách kinh doanh mặt hàng kinh doanh,Tiêu cực,Chương trình,20
"nội dung thực hành nên có tính gợi mở và giáo viên hướng dẫn sinh viên làm , chứ cho bài thực hành kiểu như sắp xếp cứ làm y như vậy là được , nhưng chả hiểu nó từ đâu đến và nằm ở đâu .",0,1,train,nội dung thực hành nên có tính gợi mở và giáo viên hướng dẫn sinh viên làm chứ cho bài thực hành kiểu như sắp xếp cứ làm y như vậy là được nhưng chả hiểu nó từ đâu đến và nằm ở đâu,Tiêu cực,Chương trình,44
cho ra nhiều tiết thực hành hơn .,0,1,train,cho ra nhiều tiết thực hành hơn,Tiêu cực,Chương trình,7
môn học này khi ra trường có thể sẽ không ứng dụng nhiều .,0,1,train,môn học này khi ra trường có thể sẽ không ứng dụng nhiều,Tiêu cực,Chương trình,13
slide còn nhiêu chỗ khó hiểu nếu chỉ ở nhà đọc slide mà không lên lớp nghe giảng .,0,1,train,slide còn nhiêu chỗ khó hiểu nếu chỉ ở nhà đọc slide mà không lên lớp nghe giảng,Tiêu cực,Chương trình,18
nên có nhiều buổi đi thực tế .,0,1,train,nên có nhiều buổi đi thực tế,Tiêu cực,Chương trình,7
chắc tại bữa giáo viên dạy mà hôm đó em học mác – lênin .,2,1,train,chắc tại bữa giáo viên dạy mà hôm đó em học mác lênin,Trung lập,Chương trình,13
cần thay đổi phương pháp giúp truyền đạt giúp học sinh dễ hiểu hơn vì đây là môn khá nặng về lý thuyết .,0,1,train,cần thay đổi phương pháp giúp truyền đạt giúp học sinh dễ hiểu hơn vì đây là môn khá nặng về lý thuyết,Tiêu cực,Chương trình,23
dẫn đến việc chưa nắm rõ lý thuyết đã phải làm bài tập .,0,1,train,dẫn đến việc chưa nắm rõ lý thuyết đã phải làm bài tập,Tiêu cực,Chương trình,13
đảm bảo giờ lên lớp đầy đủ cho sinh viên .,1,1,train,đảm bảo giờ lên lớp đầy đủ cho sinh viên,Tích cực,Chương trình,10
thời gian hướng dẫn thực hành với môn học quá ít .,0,1,train,thời gian hướng dẫn thực hành với môn học quá ít,Tiêu cực,Chương trình,11
"cần chú trọng hiệu quả môn học , đảm bảo sinh viên có thể giao tiếp được .",0,1,train,cần chú trọng hiệu quả môn học đảm bảo sinh viên có thể giao tiếp được,Tiêu cực,Chương trình,16
bài tập thực hành nên cho thời gian dài hơn .,0,1,train,bài tập thực hành nên cho thời gian dài hơn,Tiêu cực,Chương trình,10
chất lượng của môn học rất tốt .,1,1,train,chất lượng của môn học rất tốt,Tích cực,Chương trình,7
"đề thi giữa kỳ do giảng viên ra có 15 câu trắc nghiệm nhưng lại có 3 câu ra sai đáp án , trong đó có 1 câu giảng viên không biết câu nào sai và vì sao sai , phần tự luận ra sai câu trigger .",0,1,train,đề thi giữa kỳ do giảng viên ra có 15 câu trắc nghiệm nhưng lại có 3 câu ra sai đáp án trong đó có 1 câu giảng viên không biết câu nào sai và vì sao sai phần tự luận ra sai câu trigger,Tiêu cực,Chương trình,45
"như vậy , chất lượng dạy và học sẽ được nâng lên đáng kể ạ .",1,1,train,như vậy chất lượng dạy và học sẽ được nâng lên đáng kể ạ,Tích cực,Chương trình,14
các bài thực hành cần có tính định hướng hơn thay vì làm các công việc cụ thể như nạp firmware cho router .,0,1,train,các bài thực hành cần có tính định hướng hơn thay vì làm các công việc cụ thể như nạp firmware cho router,Tiêu cực,Chương trình,23
đề nghị phòng đào tạo sắp lịch thực hành cho môn này kỹ lưỡng hơn .,0,1,train,đề nghị phòng đào tạo sắp lịch thực hành cho môn này kỹ lưỡng hơn,Tiêu cực,Chương trình,15
nên bớt học sinh .,0,1,train,nên bớt học sinh,Tiêu cực,Chương trình,4
đề thi sát với môn học .,1,1,train,đề thi sát với môn học,Tích cực,Chương trình,6
cập nhật hệ thống tài liệu môn học trọng tâm vào những yếu tố chính và cơ bản .,0,1,train,cập nhật hệ thống tài liệu môn học trọng tâm vào những yếu tố chính và cơ bản,Tiêu cực,Chương trình,18
kết hợp lý thuyết và thực hành .,2,1,train,kết hợp lý thuyết và thực hành,Trung lập,Chương trình,7
"hiếm có môn học nào mà hình thức kiểm tra bao gồm cả việc thi giữa kỳ , cuối kỳ , thực hành lẫn làm đồ án môn học .",2,1,train,hiếm có môn học nào mà hình thức kiểm tra bao gồm cả việc thi giữa kỳ cuối kỳ thực hành lẫn làm đồ án môn học,Trung lập,Chương trình,27
"em thấy nên sử dụng slide tiếng việt , sinh viên sẽ dễ tiếp thu hơn .",0,1,train,em thấy nên sử dụng slide tiếng việt sinh viên sẽ dễ tiếp thu hơn,Tiêu cực,Chương trình,15
em thông qua kênh này lần nữa để báo lại với phòng đào tạo là môn này wzjwz68 và wzjwz69 bị nhầm mã môn và điểm thành phần với nhau ạ .,0,1,train,em thông qua kênh này lần nữa để báo lại với phòng đào tạo là môn này wzjwz68 và wzjwz69 bị nhầm mã môn và điểm thành phần với nhau ạ,Tiêu cực,Chương trình,31
cần tăng cường nhiều biện pháp trừng phạt khi sinh viên không làm bài tập .,0,1,train,cần tăng cường nhiều biện pháp trừng phạt khi sinh viên không làm bài tập,Tiêu cực,Chương trình,15
"dạy tốt , nhiệt tình , truyền đạt tốt .",1,1,train,dạy tốt nhiệt tình truyền đạt tốt,Tích cực,Chương trình,7
chủ động trong việc giảng dạy .,1,1,train,chủ động trong việc giảng dạy,Tích cực,Chương trình,6
phải tạo điều kiện cho sinh viên thực hành nhiều hơn .,0,1,train,phải tạo điều kiện cho sinh viên thực hành nhiều hơn,Tiêu cực,Chương trình,11
"luyện nói , nghe ít hoạt động vui , thoải mái .",1,1,train,luyện nói nghe ít hoạt động vui thoải mái,Tích cực,Chương trình,9
"bài giảng của cô rất hay , tuy nhiên sinh viên không nắm được các phần quan trọng , và phủ đều lên toàn bộ bài giảng , do đó gây khó hiểu , mất tập trung , hoặc gây buồn ngủ .",0,1,train,bài giảng của cô rất hay tuy nhiên sinh viên không nắm được các phần quan trọng và phủ đều lên toàn bộ bài giảng do đó gây khó hiểu mất tập trung hoặc gây buồn ngủ,Tiêu cực,Chương trình,37
lần sau nên chuyển sang trắc nghiệm hỏi được nhiều cái hơn .,0,1,train,lần sau nên chuyển sang trắc nghiệm hỏi được nhiều cái hơn,Tiêu cực,Chương trình,12
cần nâng cao công tác giảng dạy .,0,1,train,cần nâng cao công tác giảng dạy,Tiêu cực,Chương trình,7
"bài tập nhiều , đầy đủ dạng .",1,1,train,bài tập nhiều đầy đủ dạng,Tích cực,Chương trình,6
"tên môn học là seminar các vấn đề hiện đại của công nghệ phần mềm , nhưng phần seminar của mỗi nhóm là trình bày các vấn đề của các phần mềm trong lịch sử , thời trước .",0,1,train,tên môn học là seminar các vấn đề hiện đại của công nghệ phần mềm nhưng phần seminar của mỗi nhóm là trình bày các vấn đề của các phần mềm trong lịch sử thời trước,Tiêu cực,Chương trình,36
do gộp cả cấu trúc dữ liệu 1 và 2 vào trong cùng 1 học kỳ nên lượng kiến thức khá nhiều .,0,1,train,do gộp cả cấu trúc dữ liệu 1 và 2 vào trong cùng 1 học kỳ nên lượng kiến thức khá nhiều,Tiêu cực,Chương trình,22
hiện tại trong khi chương trình thực hành đã kết thúc nhưng vẫn không có lịch thi cụ thể .,0,1,train,hiện tại trong khi chương trình thực hành đã kết thúc nhưng vẫn không có lịch thi cụ thể,Tiêu cực,Chương trình,19
cần tăng thời gian môn học lên 20 - 40% để sinh viên có đủ thời gian tiếp thu sâu hơn kiến thức môn học .,0,1,train,cần tăng thời gian môn học lên 20 40 để sinh viên có đủ thời gian tiếp thu sâu hơn kiến thức môn học,Tiêu cực,Chương trình,24
có nhiều bài tập và giảng dạy nhiệt tình .,1,1,train,có nhiều bài tập và giảng dạy nhiệt tình,Tích cực,Chương trình,9
không dạy nói toàn thứ ngoài lề môn học .,0,1,train,không dạy nói toàn thứ ngoài lề môn học,Tiêu cực,Chương trình,9
"nội dung môn học không thừa , không thiếu .",2,1,train,nội dung môn học không thừa không thiếu,Trung lập,Chương trình,8
cũng tự học là chính vì là môn thực hành mà .,2,1,train,cũng tự học là chính vì là môn thực hành mà,Trung lập,Chương trình,11
"theo như em biết là mọi người đánh giá môn này là môn buồn ngủ nhất , nặng về lý thuyết .",0,1,train,theo như em biết là mọi người đánh giá môn này là môn buồn ngủ nhất nặng về lý thuyết,Tiêu cực,Chương trình,20
cần có bài tập về nhà .,0,1,train,cần có bài tập về nhà,Tiêu cực,Chương trình,6
"giải tích đã khó , đừng làm mọi thứ khác trở nên bất bình thường .",0,1,train,giải tích đã khó đừng làm mọi thứ khác trở nên bất bình thường,Tiêu cực,Chương trình,14
bài tập sinh động .,1,1,train,bài tập sinh động,Tích cực,Chương trình,4
đặc biệt đây là môn chuyên ngành cần giảng viên phù hợp .,0,1,train,đặc biệt đây là môn chuyên ngành cần giảng viên phù hợp,Tiêu cực,Chương trình,12
lý thuyết hơi khó hiểu .,0,1,train,lý thuyết hơi khó hiểu,Tiêu cực,Chương trình,5
cần giành nhiều thời gian trên lớp để luyện tập phần nghe và nói .,0,1,train,cần giành nhiều thời gian trên lớp để luyện tập phần nghe và nói,Tiêu cực,Chương trình,14
bài tập giáo viên dạy khá thú vị .,1,1,train,bài tập giáo viên dạy khá thú vị,Tích cực,Chương trình,8
"bài học rõ ràng , bám sát nội dung thi .",1,1,train,bài học rõ ràng bám sát nội dung thi,Tích cực,Chương trình,9
nhưng điều đáng nói là điểm thi lại cao hơn những bạn thi đậu lần đầu và điểm này được lấy cho các bạn đó .,2,1,train,nhưng điều đáng nói là điểm thi lại cao hơn những bạn thi đậu lần đầu và điểm này được lấy cho các bạn đó,Trung lập,Chương trình,25
chất lượng giảng dạy rất tốt .,1,1,train,chất lượng giảng dạy rất tốt,Tích cực,Chương trình,6
slide và bài tập cụ thể .,1,1,train,slide và bài tập cụ thể,Tích cực,Chương trình,6
các bài thực hành không hỗ trợ nhiều cho đồ án .,0,1,train,các bài thực hành không hỗ trợ nhiều cho đồ án,Tiêu cực,Chương trình,11
rất mong thầy dùng giáo trình tiếng việt để giảng dạy .,0,1,train,rất mong thầy dùng giáo trình tiếng việt để giảng dạy,Tiêu cực,Chương trình,11
kiến thức thực cần phải tế hơn .,0,1,train,kiến thức thực cần phải tế hơn,Tiêu cực,Chương trình,7
"môn học hay và bổ ích , giảng viên nhiệt tình .",1,1,train,môn học hay và bổ ích giảng viên nhiệt tình,Tích cực,Chương trình,10
"nên tăng thời lượng môn học , vì đây là một môn học khó đối với người mới học lần đầu .",0,1,train,nên tăng thời lượng môn học vì đây là một môn học khó đối với người mới học lần đầu,Tiêu cực,Chương trình,20
chưa có sự đồng bộ giữa lý thuyết và thực hành .,0,1,train,chưa có sự đồng bộ giữa lý thuyết và thực hành,Tiêu cực,Chương trình,11
