feedback,sentiment,topic,split,feedback_sach,ten_cam_xuc,ten_chu_de,so_tu
không phải là môn đi học .,0,3,train,không phải là môn đi học,Tiêu cực,Khác,6
"thưa , không có .",2,3,train,thưa không có,Trung lập,Khác,3
đó là giáo trình và tài liệu .,2,3,train,đó là giáo trình và tài liệu,Trung lập,Khác,7
"hòa đồng , vui vẻ .",1,3,train,hòa đồng vui vẻ,Tích cực,Khác,4
nếu cảm thấy muốn học em sẽ tự lên lớp .,2,3,train,nếu cảm thấy muốn học em sẽ tự lên lớp,Trung lập,Khác,10
quá thoải mái cho sinh viên .,0,3,train,quá thoải mái cho sinh viên,Tiêu cực,Khác,6
giỏi .,1,3,train,giỏi,Tích cực,Khác,1
dễ hiểu .,1,3,train,dễ hiểu,Tích cực,Khác,2
đến cuối kỳ sẽ đỡ bỡ ngỡ hơn .,2,3,train,đến cuối kỳ sẽ đỡ bỡ ngỡ hơn,Trung lập,Khác,8
hơi khó hiểu chút xíu .,0,3,train,hơi khó hiểu chút xíu,Tiêu cực,Khác,5
mọi thứ đều tuyệt vời .,1,3,train,mọi thứ đều tuyệt vời,Tích cực,Khác,5
lớp học hơi buồn chán .,0,3,train,lớp học hơi buồn chán,Tiêu cực,Khác,5
lớp học trầm .,0,3,train,lớp học trầm,Tiêu cực,Khác,3
đa phần sinh viên không tập trung học nhiệt tình nên không theo kịp .,0,3,train,đa phần sinh viên không tập trung học nhiệt tình nên không theo kịp,Tiêu cực,Khác,14
nhưng em có đi học một buổi thực hành trên trường .,0,3,train,nhưng em có đi học một buổi thực hành trên trường,Tiêu cực,Khác,11
vậy là được .,1,3,train,vậy là được,Tích cực,Khác,3
còn nhiều chỗ thiếu sót .,0,3,train,còn nhiều chỗ thiếu sót,Tiêu cực,Khác,5
rất ok về mọi phần .,1,3,train,rất ok về mọi phần,Tích cực,Khác,5
cần nhiều tài liệu mới .,0,3,train,cần nhiều tài liệu mới,Tiêu cực,Khác,5
hy vọng trường xem xét ý kiến này của em !,0,3,train,hy vọng trường xem xét ý kiến này của em,Tiêu cực,Khác,10
dễ trong việc tiếp xúc với thực tế sau này .,1,3,train,dễ trong việc tiếp xúc với thực tế sau này,Tích cực,Khác,10
không dám ý kiến .,2,3,train,không dám ý kiến,Trung lập,Khác,4
rất hài lòng ạ .,1,3,train,rất hài lòng ạ,Tích cực,Khác,4
bình thường .,2,3,train,bình thường,Trung lập,Khác,2
sinh viên nào chê thầy thì em nghĩ sinh viên đó nên xem lại cách học của sinh viên đó .,1,3,train,sinh viên nào chê thầy thì em nghĩ sinh viên đó nên xem lại cách học của sinh viên đó,Tích cực,Khác,20
em không có gì thắc mắc .,2,3,train,em không có gì thắc mắc,Trung lập,Khác,6
em xin lỗi nhưng đó là sự thật .,0,3,train,em xin lỗi nhưng đó là sự thật,Tiêu cực,Khác,8
khiến sinh viên bị thụ động .,0,3,train,khiến sinh viên bị thụ động,Tiêu cực,Khác,6
nắm được các kiến thức quan trọng .,1,3,train,nắm được các kiến thức quan trọng,Tích cực,Khác,7
thái độ .,2,3,train,thái độ,Trung lập,Khác,2
không có gì cả .,2,3,train,không có gì cả,Trung lập,Khác,4
không có điều gì không hài lòng về thầy .,2,3,train,không có điều gì không hài lòng về thầy,Trung lập,Khác,9
em chỉ có góp ý nho nhỏ đó thôi ạ .,2,3,train,em chỉ có góp ý nho nhỏ đó thôi ạ,Trung lập,Khác,10
rất ít người học thực hành môn cấu trúc dữ liệu & giải thuật .,0,3,train,rất ít người học thực hành môn cấu trúc dữ liệu giải thuật,Tiêu cực,Khác,13
"quản lý như vậy dẫn đến tình trạng "" cha chung không ai khóc "" .",0,3,train,quản lý như vậy dẫn đến tình trạng cha chung không ai khóc,Tiêu cực,Khác,13
"em thấy nó thật sự rất tốt , giải quyết sinh viên với những vấn đề trên .",1,3,train,em thấy nó thật sự rất tốt giải quyết sinh viên với những vấn đề trên,Tích cực,Khác,16
dễ .,2,3,train,dễ,Trung lập,Khác,1
em thấy ổn ạ .,2,3,train,em thấy ổn ạ,Trung lập,Khác,4
dễ nắm bắt kiến thức để đi thi .,1,3,train,dễ nắm bắt kiến thức để đi thi,Tích cực,Khác,8
cần ôn tập kỹ trước khi thi .,0,3,train,cần ôn tập kỹ trước khi thi,Tiêu cực,Khác,7
"các tiết thực hạnh hay , thực tế , không khí vui vẻ .",1,3,train,các tiết thực hạnh hay thực tế không khí vui vẻ,Tích cực,Khác,11
hoàn hảo !,1,3,train,hoàn hảo,Tích cực,Khác,2
nhưng mà nhìn dáng thầy đi em thấy thương thương thầy .,2,3,train,nhưng mà nhìn dáng thầy đi em thấy thương thương thầy,Trung lập,Khác,11
"cả 3 , 4 buổi thực hành theo hình thức 2 môn này có thầy cô này tham gia hay hướng dẫn buổi nào đâu mà đánh giá , chỉ có mỗi thầy wzjwz43 thôi .",0,3,train,cả 3 4 buổi thực hành theo hình thức 2 môn này có thầy cô này tham gia hay hướng dẫn buổi nào đâu mà đánh giá chỉ có mỗi thầy wzjwz43 thôi,Tiêu cực,Khác,33
"hiện tại tốt , không cần điều chỉnh gì thêm .",1,3,train,hiện tại tốt không cần điều chỉnh gì thêm,Tích cực,Khác,9
không chỉ phần mềm .,0,3,train,không chỉ phần mềm,Tiêu cực,Khác,4
sáo rỗng .,0,3,train,sáo rỗng,Tiêu cực,Khác,2
anh văn .,2,3,train,anh văn,Trung lập,Khác,2
chơi trò chơi .,2,3,train,chơi trò chơi,Trung lập,Khác,3
"mặc dù , có thể cái này sinh viên đang tự hiểu chỉ dùng cho các sắp xếp theo tính thự tự trong các hệ điều hành như về name , size .",2,3,train,mặc dù có thể cái này sinh viên đang tự hiểu chỉ dùng cho các sắp xếp theo tính thự tự trong các hệ điều hành như về name size,Trung lập,Khác,30
em thấy vậy được rồi .,1,3,train,em thấy vậy được rồi,Tích cực,Khác,5
kiểm tra bằng web .,2,3,train,kiểm tra bằng web,Trung lập,Khác,4
giúp biết thêm nhiều kiến thức mới .,1,3,train,giúp biết thêm nhiều kiến thức mới,Tích cực,Khác,7
giọng nói .,2,3,train,giọng nói,Trung lập,Khác,2
thỉnh thoảng đi hơi trễ .,0,3,train,thỉnh thoảng đi hơi trễ,Tiêu cực,Khác,5
không chi tiết nhiều về phần bài tập .,0,3,train,không chi tiết nhiều về phần bài tập,Tiêu cực,Khác,8
"em không học lớp này , không hiểu sao trong danh sách khảo sát của em lại có lớp này với giảng viên này .",0,3,train,em không học lớp này không hiểu sao trong danh sách khảo sát của em lại có lớp này với giảng viên này,Tiêu cực,Khác,23
"hơn nữa , buổi thứ 2 nếu các nhóm làm chung buổi 1 nghỉ dẫn tới tình trạng không có người hợp tác .",0,3,train,hơn nữa buổi thứ 2 nếu các nhóm làm chung buổi 1 nghỉ dẫn tới tình trạng không có người hợp tác,Tiêu cực,Khác,22
có tính thực tiễn .,1,3,train,có tính thực tiễn,Tích cực,Khác,4
không nhàm chán .,1,3,train,không nhàm chán,Tích cực,Khác,3
nhiều lúc em lên phòng và thấy lớp khác đang học khiến em hơi bối rối .,0,3,train,nhiều lúc em lên phòng và thấy lớp khác đang học khiến em hơi bối rối,Tiêu cực,Khác,16
sinh động .,1,3,train,sinh động,Tích cực,Khác,2
em thấy đã được .,2,3,train,em thấy đã được,Trung lập,Khác,4
"vâng , may thay có một bạn đã trả lời được những gì thầy đưa ra , và thế là bạn kia rớt .",0,3,train,vâng may thay có một bạn đã trả lời được những gì thầy đưa ra và thế là bạn kia rớt,Tiêu cực,Khác,21
assignments given at home are good .,1,3,train,assignments given at home are good,Tích cực,Khác,6
em thật sự không nắm được nội dung và yêu cầu của môn học .,0,3,train,em thật sự không nắm được nội dung và yêu cầu của môn học,Tiêu cực,Khác,14
tuy năm 3 - 4 nhưng nhiều bạn vẫn chưa biết cách báo cáo đồ án như thế nào là hợp lý và hiệu quả nhất .,0,3,train,tuy năm 3 4 nhưng nhiều bạn vẫn chưa biết cách báo cáo đồ án như thế nào là hợp lý và hiệu quả nhất,Tiêu cực,Khác,25
"cuối kỳ , không cần ôn tập vẫn có thể nhớ rất nhiều kiến thức .",1,3,train,cuối kỳ không cần ôn tập vẫn có thể nhớ rất nhiều kiến thức,Tích cực,Khác,14
sinh viên có thể hiểu bài và áp dụng vào bài tập .,1,3,train,sinh viên có thể hiểu bài và áp dụng vào bài tập,Tích cực,Khác,12
giảng viên cần bồi bổ thêm sức khỏe colonsmile .,0,3,train,giảng viên cần bồi bổ thêm sức khỏe colonsmile,Tiêu cực,Khác,9
khả năng nói tiếng anh tốt .,1,3,train,khả năng nói tiếng anh tốt,Tích cực,Khác,6
biết thêm nhiều thông tin bổ ích .,1,3,train,biết thêm nhiều thông tin bổ ích,Tích cực,Khác,7
"chất lượng môn học khá tốt , giảng viên truyền đạt cho sinh viên nhiều kỹ năng có ích , phòng máy đảm bảo về số lượng máy cho sinh viên .",1,3,train,chất lượng môn học khá tốt giảng viên truyền đạt cho sinh viên nhiều kỹ năng có ích phòng máy đảm bảo về số lượng máy cho sinh viên,Tích cực,Khác,29
đã rất tốt .,1,3,train,đã rất tốt,Tích cực,Khác,3
mọi thứ .,2,3,train,mọi thứ,Trung lập,Khác,2
tụi em cũng là người đóng học phí mà .,0,3,train,tụi em cũng là người đóng học phí mà,Tiêu cực,Khác,9
lớp này không phải wzjwz124 hướng dẫn thực hành .,0,3,train,lớp này không phải wzjwz124 hướng dẫn thực hành,Tiêu cực,Khác,9
môn này là môn em đi học nhiều nhất .,1,3,train,môn này là môn em đi học nhiều nhất,Tích cực,Khác,9
"tháng học 4 ngày , nghỉ 3 ngày , bù thì trùng lịch 1 lúc 3 môn bắt buộc nghỉ rớt môn .",0,3,train,tháng học 4 ngày nghỉ 3 ngày bù thì trùng lịch 1 lúc 3 môn bắt buộc nghỉ rớt môn,Tiêu cực,Khác,20
từ đó bọn em khó mà có được nhiều kiến thức về môn học này .,0,3,train,từ đó bọn em khó mà có được nhiều kiến thức về môn học này,Tiêu cực,Khác,15
đây liệu có phải là chuyên môn nghề nghiệp của ngành công nghệ thông tin chúng ta .,0,3,train,đây liệu có phải là chuyên môn nghề nghiệp của ngành công nghệ thông tin chúng ta,Tiêu cực,Khác,17
giúp cho sinh viên trao dồi thêm rất nhiều kỹ năng đặc biệt là kỹ năng làm việc nhóm .,1,3,train,giúp cho sinh viên trao dồi thêm rất nhiều kỹ năng đặc biệt là kỹ năng làm việc nhóm,Tích cực,Khác,19
đã hoàn hảo .,1,3,train,đã hoàn hảo,Tích cực,Khác,3
không có ạ !,2,3,train,không có ạ,Trung lập,Khác,3
biết về các công cụ quản lý cấu hình và quản lý dự án theo agile .,2,3,train,biết về các công cụ quản lý cấu hình và quản lý dự án theo agile,Trung lập,Khác,16
phục vụ ở mảng nào cho công việc sau này !,2,3,train,phục vụ ở mảng nào cho công việc sau này,Trung lập,Khác,10
tôi không có ý kiến .,2,3,train,tôi không có ý kiến,Trung lập,Khác,5
cuối cùng chúc cô wzjwz2 có năm mới hạnh phúc !,1,3,train,cuối cùng chúc cô wzjwz2 có năm mới hạnh phúc,Tích cực,Khác,10
trời nóng quá học không hứng khởi .,0,3,train,trời nóng quá học không hứng khởi,Tiêu cực,Khác,7
tôi rất thích .,1,3,train,tôi rất thích,Tích cực,Khác,3
em không có gì không hài lòng .,2,3,train,em không có gì không hài lòng,Trung lập,Khác,7
đi sâu vào ứng dụng thực tế .,1,3,train,đi sâu vào ứng dụng thực tế,Tích cực,Khác,7
hoàn toàn không có ý kiến .,2,3,train,hoàn toàn không có ý kiến,Trung lập,Khác,6
"em nghĩ là "" dục tốc bất đạt "" .",0,3,train,em nghĩ là dục tốc bất đạt,Tiêu cực,Khác,7
em nhìn nó giống như ma trận chữ hơn .,2,3,train,em nhìn nó giống như ma trận chữ hơn,Trung lập,Khác,9
"không biết ứng dụng , kể cả trên phương diện lý thuyết .",0,3,train,không biết ứng dụng kể cả trên phương diện lý thuyết,Tiêu cực,Khác,11
nên học sinh rất khó tiếp thu .,0,3,train,nên học sinh rất khó tiếp thu,Tiêu cực,Khác,7
cô rất yêu nghề và thương sinh viên .,1,3,train,cô rất yêu nghề và thương sinh viên,Tích cực,Khác,8
"học thấy rất phí thời gian , kiến thức thu được chẳng bao nhiêu .",0,3,train,học thấy rất phí thời gian kiến thức thu được chẳng bao nhiêu,Tiêu cực,Khác,13
đó là tại sao .,2,3,train,đó là tại sao,Trung lập,Khác,4
"tuy nhiên , mọi chuyện như lời nói đã không xảy ra !",0,3,train,tuy nhiên mọi chuyện như lời nói đã không xảy ra,Tiêu cực,Khác,11
"đúng giờ , tận tâm .",1,3,train,đúng giờ tận tâm,Tích cực,Khác,4
cám ơn ạ .,1,3,train,cám ơn ạ,Tích cực,Khác,3
áp dụng vào thực tế nhiều hơn .,0,3,train,áp dụng vào thực tế nhiều hơn,Tiêu cực,Khác,7
cho em xin ít con chip nfc .,2,3,train,cho em xin ít con chip nfc,Trung lập,Khác,7
do sinh viên đầu tư thời gian và công sức nhiều vào đồ án .,0,3,train,do sinh viên đầu tư thời gian và công sức nhiều vào đồ án,Tiêu cực,Khác,14
nghỉ dạy rồi còn ý kiến gì nữa hả .,0,3,train,nghỉ dạy rồi còn ý kiến gì nữa hả,Tiêu cực,Khác,9
do dạy khác chuẩn coloncontemn .,2,3,train,do dạy khác chuẩn coloncontemn,Trung lập,Khác,5
kêu sinh viên nếu có thời gian thì đi dự seminar nhưng lại bắt viết bài thu hoạch lấy điểm .,0,3,train,kêu sinh viên nếu có thời gian thì đi dự seminar nhưng lại bắt viết bài thu hoạch lấy điểm,Tiêu cực,Khác,20
hay rất chu đáo .,1,3,train,hay rất chu đáo,Tích cực,Khác,4
"còn nhiều thứ còn khó hiểu , khó tiếp cận .",0,3,train,còn nhiều thứ còn khó hiểu khó tiếp cận,Tiêu cực,Khác,9
em xin chân thành cảm ơn ( xin lỗi vì máy không dùng được unikey ) !,1,3,train,em xin chân thành cảm ơn xin lỗi vì máy không dùng được unikey,Tích cực,Khác,14
"riêng em , là một sinh viên kỹ thuật máy tính , em thấy môn này là cần thiết đối với em , tuy nhiên chưa thực sự là một môn học em cần phải đi sâu tìm hiểu , mong thầy về sau có thể hạ mức yêu cầu đầu ra với các bạn khoa khác ít liên quan tới môn học .",0,3,train,riêng em là một sinh viên kỹ thuật máy tính em thấy môn này là cần thiết đối với em tuy nhiên chưa thực sự là một môn học em cần phải đi sâu tìm hiểu mong thầy về sau có thể hạ mức yêu cầu đầu ra với các bạn khoa khác ít liên quan tới môn học,Tiêu cực,Khác,59
"chỉ một câu "" giấc mơ thành đại gia "" .",1,3,train,chỉ một câu giấc mơ thành đại gia,Tích cực,Khác,8
"sự thân thiện và không gây áp lực , không khí buổi học luôn thoải mái để tiếp thu bài .",1,3,train,sự thân thiện và không gây áp lực không khí buổi học luôn thoải mái để tiếp thu bài,Tích cực,Khác,19
kiến thức ngữ pháp và viết đạt .,1,3,train,kiến thức ngữ pháp và viết đạt,Tích cực,Khác,7
"đến cuối kỳ thì thật sự kiến thức để bọn em đi thi chỉ bằng 1 fraction 10 kiến thức thầy dạy , thậm chí là ít hơn cũng có thể .",0,3,train,đến cuối kỳ thì thật sự kiến thức để bọn em đi thi chỉ bằng 1 fraction 10 kiến thức thầy dạy thậm chí là ít hơn cũng có thể,Tiêu cực,Khác,30
"nói chung là thua , feed môn , ráng qua 5 điểm cho khỏe .",0,3,train,nói chung là thua feed môn ráng qua 5 điểm cho khỏe,Tiêu cực,Khác,12
em không có bất cứ một lời phê bình nào .,2,3,dev,em không có bất cứ một lời phê bình nào,Trung lập,Khác,10
tạm được .,2,3,dev,tạm được,Trung lập,Khác,2
rât tốt .,1,3,dev,rât tốt,Tích cực,Khác,2
chất lượng tốt .,1,3,dev,chất lượng tốt,Tích cực,Khác,3
chia sẻ kiến thức thực tế cho sinh viên .,1,3,dev,chia sẻ kiến thức thực tế cho sinh viên,Tích cực,Khác,9
đừng có một chỗ tiếng anh một chỗ tiếng việt .,0,3,dev,đừng có một chỗ tiếng anh một chỗ tiếng việt,Tiêu cực,Khác,10
"theo như danh sách phòng đào tạo đưa xuống , lớp học có gần 140 sinh viên đăng kí .",2,3,dev,theo như danh sách phòng đào tạo đưa xuống lớp học có gần 140 sinh viên đăng kí,Trung lập,Khác,18
"hiện tại tương đối tốt , không cần điều chỉnh gì thêm .",1,3,dev,hiện tại tương đối tốt không cần điều chỉnh gì thêm,Tích cực,Khác,11
tệ đến mức không tả được .,0,3,dev,tệ đến mức không tả được,Tiêu cực,Khác,6
cực kỳ nhiệt tình .,1,3,dev,cực kỳ nhiệt tình,Tích cực,Khác,4
giải bài tập cho sinh viên nhiều .,1,3,dev,giải bài tập cho sinh viên nhiều,Tích cực,Khác,7
"em thích cách dạy của thầy , làm bài tập sau khi giảng xong lý thuyết cho sinh viên có thể nhớ ngay hôm ấy không cần về nhà coi lại bài .",1,3,dev,em thích cách dạy của thầy làm bài tập sau khi giảng xong lý thuyết cho sinh viên có thể nhớ ngay hôm ấy không cần về nhà coi lại bài,Tích cực,Khác,31
quá khắt khe colonsad .,0,3,dev,quá khắt khe colonsad,Tiêu cực,Khác,4
quá tệ .,0,3,dev,quá tệ,Tiêu cực,Khác,2
"phần đầu môn này nói về những chủ đề đại loại như "" làm thế nào để thành công "" , "" thói quen người thành công "" hay là bàn về tương lai vdotv .",2,3,dev,phần đầu môn này nói về những chủ đề đại loại như làm thế nào để thành công thói quen người thành công hay là bàn về tương lai vdotv,Trung lập,Khác,30
như vậy là được .,1,3,dev,như vậy là được,Tích cực,Khác,4
khả năng tiếng anh .,2,3,dev,khả năng tiếng anh,Trung lập,Khác,4
học còn khá tẻ nhạt .,0,3,dev,học còn khá tẻ nhạt,Tiêu cực,Khác,5
do đó làm hiệu quả học chưa đạt mức tốt nhất .,0,3,dev,do đó làm hiệu quả học chưa đạt mức tốt nhất,Tiêu cực,Khác,11
"hoạt động dạy và học rất sôi nổi , rất tận tâm và nhiệt huyết !",1,3,dev,hoạt động dạy và học rất sôi nổi rất tận tâm và nhiệt huyết,Tích cực,Khác,14
không hài lòng với sự cố gắng của bản thân mình .,0,3,dev,không hài lòng với sự cố gắng của bản thân mình,Tiêu cực,Khác,11
speaking vừa rồi cô không công bằng .,0,3,dev,speaking vừa rồi cô không công bằng,Tiêu cực,Khác,7
hài lòng hết !,1,3,dev,hài lòng hết,Tích cực,Khác,3
cung cấp lượng lớn thông tin .,1,3,dev,cung cấp lượng lớn thông tin,Tích cực,Khác,6
chưa từng gặp giảng viên wzjwz144 ở môn thực hành thiết bị mạng và truyền thông đa phương tiện .,0,3,dev,chưa từng gặp giảng viên wzjwz144 ở môn thực hành thiết bị mạng và truyền thông đa phương tiện,Tiêu cực,Khác,19
kiến thức truyền đạt .,2,3,dev,kiến thức truyền đạt,Trung lập,Khác,4
mọi mặt đều tốt .,1,3,dev,mọi mặt đều tốt,Tích cực,Khác,4
đó là ý kiến cá nhân của em .,2,3,dev,đó là ý kiến cá nhân của em,Trung lập,Khác,8
tạm tạm .,2,3,dev,tạm tạm,Trung lập,Khác,2
"cô wzjwz306 cực kỳ nhiệt tình , luôn biết cách tạo cơ hội cho sinh viên , khuyến khích cự chủ động và sáng tạo trên lớp , thẳng thắng phê bình dù là cả lớp một cách hết sức xây dựng và thức tỉnh .",1,3,dev,cô wzjwz306 cực kỳ nhiệt tình luôn biết cách tạo cơ hội cho sinh viên khuyến khích cự chủ động và sáng tạo trên lớp thẳng thắng phê bình dù là cả lớp một cách hết sức xây dựng và thức tỉnh,Tích cực,Khác,42
tốt .,1,3,dev,tốt,Tích cực,Khác,1
giúp nâng cao kiến thức .,1,3,dev,giúp nâng cao kiến thức,Tích cực,Khác,5
cần chú ý khắc phục .,0,3,dev,cần chú ý khắc phục,Tiêu cực,Khác,5
điều này như lướt qua đầu tụi em và nó chả để lại ấn tượng gì nên trong bài thi giữa kỳ đa số là sai phần bài tập .,0,3,dev,điều này như lướt qua đầu tụi em và nó chả để lại ấn tượng gì nên trong bài thi giữa kỳ đa số là sai phần bài tập,Tiêu cực,Khác,29
"hiện nay theo em nhận thấy , trong khi lúc học thì sinh viên chỉ được học về doubledot kỹ năng ghi chép , kỹ tổ chức cuộc họp .",2,3,dev,hiện nay theo em nhận thấy trong khi lúc học thì sinh viên chỉ được học về doubledot kỹ năng ghi chép kỹ tổ chức cuộc họp,Trung lập,Khác,27
buồn ngủ .,0,3,dev,buồn ngủ,Tiêu cực,Khác,2
có nhiều trò chơi nhỏ .,1,3,dev,có nhiều trò chơi nhỏ,Tích cực,Khác,5
chất lượng giảng dạy .,2,3,dev,chất lượng giảng dạy,Trung lập,Khác,4
do bản thân .,2,3,dev,do bản thân,Trung lập,Khác,3
thời gian quá ngắn .,0,3,dev,thời gian quá ngắn,Tiêu cực,Khác,4
để thay đổi không khí và vừa nghỉ giải lao .,1,3,dev,để thay đổi không khí và vừa nghỉ giải lao,Tích cực,Khác,10
"chương trình quá nặng , quá nhiều yêu cầu dễ bị quá tải .",0,3,dev,chương trình quá nặng quá nhiều yêu cầu dễ bị quá tải,Tiêu cực,Khác,12
"các mục được đánh "" không ý kiến "" có nghĩa là em đồng ý với điều được hỏi , không ý kiến gì .",2,3,dev,các mục được đánh không ý kiến có nghĩa là em đồng ý với điều được hỏi không ý kiến gì,Trung lập,Khác,21
thu hút em học .,1,3,dev,thu hút em học,Tích cực,Khác,4
vô cùng tuyệt vời .,1,3,dev,vô cùng tuyệt vời,Tích cực,Khác,4
lớp trưởng trách nhiệm kém .,0,3,dev,lớp trưởng trách nhiệm kém,Tiêu cực,Khác,5
được tiếp xúc môi trường thực tế ở các công ty .,1,3,dev,được tiếp xúc môi trường thực tế ở các công ty,Tích cực,Khác,11
"em thấy giáo viên dạy dễ hiểu , tận tình .",1,3,dev,em thấy giáo viên dạy dễ hiểu tận tình,Tích cực,Khác,9
em nhớ nhất câu phải có sự đấu tranh mới phát triển .,1,3,dev,em nhớ nhất câu phải có sự đấu tranh mới phát triển,Tích cực,Khác,12
không có đề cương trên khoá học .,0,3,dev,không có đề cương trên khoá học,Tiêu cực,Khác,7
đặc biệt là tránh để thời gian chết .,0,3,dev,đặc biệt là tránh để thời gian chết,Tiêu cực,Khác,8
funny .,1,3,dev,funny,Tích cực,Khác,1
sự cố này kéo dài hơn một tháng mới chấm dứt .,0,3,dev,sự cố này kéo dài hơn một tháng mới chấm dứt,Tiêu cực,Khác,11
rất hay và quá hay .,1,3,dev,rất hay và quá hay,Tích cực,Khác,5
học patin vui .,1,3,dev,học patin vui,Tích cực,Khác,3
nhanh .,2,3,dev,nhanh,Trung lập,Khác,1
chữ viết khá nhỏ .,0,3,dev,chữ viết khá nhỏ,Tiêu cực,Khác,4
đề nghị nhà trường nâng cấp .,0,3,dev,đề nghị nhà trường nâng cấp,Tiêu cực,Khác,6
đôi khi dạy hơi nhanh khiến học sinh hơi hoang mang .,0,3,dev,đôi khi dạy hơi nhanh khiến học sinh hơi hoang mang,Tiêu cực,Khác,11
cần có biện pháp để có thể đánh giá phù hợp với thực lực của sinh viên hơn .,0,3,dev,cần có biện pháp để có thể đánh giá phù hợp với thực lực của sinh viên hơn,Tiêu cực,Khác,18
nói chung again 10 fraction 10 .,1,3,dev,nói chung again 10 fraction 10,Tích cực,Khác,6
thời gian .,2,3,dev,thời gian,Trung lập,Khác,2
khó tiếp thu .,0,3,dev,khó tiếp thu,Tiêu cực,Khác,3
không có gì để không hài lòng .,2,3,dev,không có gì để không hài lòng,Trung lập,Khác,7
sau khi qua môn này chắc sẽ không học thầy nữa .,0,3,dev,sau khi qua môn này chắc sẽ không học thầy nữa,Tiêu cực,Khác,11
em rất thích .,1,3,dev,em rất thích,Tích cực,Khác,3
"cô nói hơi dài dòng , đôi chỗ hơi khó hiểu .",0,3,dev,cô nói hơi dài dòng đôi chỗ hơi khó hiểu,Tiêu cực,Khác,10
bằng chứng là thầy wzjwz56 dạy thay thầy wzjwz57 ở lớp wzjwz58 .,2,3,dev,bằng chứng là thầy wzjwz56 dạy thay thầy wzjwz57 ở lớp wzjwz58,Trung lập,Khác,12
hầu hết em và các bạn đều không đi thực hành .,0,3,dev,hầu hết em và các bạn đều không đi thực hành,Tiêu cực,Khác,11
không có gì .,2,3,dev,không có gì,Trung lập,Khác,3
rất bổ ích và thú vị .,1,3,dev,rất bổ ích và thú vị,Tích cực,Khác,6
"ngoài ra , các mặt còn lại em không có ý kiến .",2,3,dev,ngoài ra các mặt còn lại em không có ý kiến,Trung lập,Khác,11
không có điều nào không hài lòng .,2,3,dev,không có điều nào không hài lòng,Trung lập,Khác,7
khá ổn .,1,3,dev,khá ổn,Tích cực,Khác,2
tóm lại em rất hài lòng .,1,3,dev,tóm lại em rất hài lòng,Tích cực,Khác,6
giải tích 2 .,2,3,dev,giải tích 2,Trung lập,Khác,3
đa số sinh viên tự học và không liên hệ đến giảng viên thực hành .,0,3,dev,đa số sinh viên tự học và không liên hệ đến giảng viên thực hành,Tiêu cực,Khác,15
"vui , hay .",1,3,dev,vui hay,Tích cực,Khác,2
không biết thầy wzjwz260 là thầy nào ?,0,3,dev,không biết thầy wzjwz260 là thầy nào,Tiêu cực,Khác,7
không có ý kiến gì .,2,3,dev,không có ý kiến gì,Trung lập,Khác,5
cô rất nhiệt tình trong việc giảng dạy .,1,3,dev,cô rất nhiệt tình trong việc giảng dạy,Tích cực,Khác,8
tuyệt vời .,1,3,dev,tuyệt vời,Tích cực,Khác,2
không hài lòng điểm gì cả !,0,3,dev,không hài lòng điểm gì cả,Tiêu cực,Khác,6
gây lãng phí .,0,3,dev,gây lãng phí,Tiêu cực,Khác,3
nên nhiều khi em thấy không thể hiểu .,0,3,dev,nên nhiều khi em thấy không thể hiểu,Tiêu cực,Khác,8
không có ý kiến với giáo viên .,2,3,dev,không có ý kiến với giáo viên,Trung lập,Khác,7
làm kiểm tra thường xuyên .,2,3,dev,làm kiểm tra thường xuyên,Trung lập,Khác,5
em không có ý kiến .,2,3,dev,em không có ý kiến,Trung lập,Khác,5
xảy ra tai nạn đáng tiếc .,0,3,dev,xảy ra tai nạn đáng tiếc,Tiêu cực,Khác,6
cho học sinh nói nhiều hơn .,0,3,dev,cho học sinh nói nhiều hơn,Tiêu cực,Khác,6
"chi tiết , dễ hiểu .",1,3,dev,chi tiết dễ hiểu,Tích cực,Khác,4
"em học không tốt , em nghỉ nhiều buổi thực hành , còn lý thuyết thì em khá vững .",0,3,dev,em học không tốt em nghỉ nhiều buổi thực hành còn lý thuyết thì em khá vững,Tiêu cực,Khác,17
tạm ổn .,2,3,dev,tạm ổn,Trung lập,Khác,2
"điều này thật là "" ảo "" vì không sinh viên nào làm điều đó .",0,3,dev,điều này thật là ảo vì không sinh viên nào làm điều đó,Tiêu cực,Khác,13
trân trọng .,2,3,dev,trân trọng,Trung lập,Khác,2
trong trường macbook thầy số hai thì không có máy nào số một .,1,3,test,trong trường macbook thầy số hai thì không có máy nào số một,Tích cực,Khác,13
ổn .,2,3,test,ổn,Trung lập,Khác,1
rất thực tế không dài dòng .,1,3,test,rất thực tế không dài dòng,Tích cực,Khác,6
học thì quá ít nhưng khi thi thì quá nhiều yêu cầu viết code trong đề thi thì sao mà sinh viên có thể làm được .,0,3,test,học thì quá ít nhưng khi thi thì quá nhiều yêu cầu viết code trong đề thi thì sao mà sinh viên có thể làm được,Tiêu cực,Khác,26
sự nhiệt tình tận tâm .,1,3,test,sự nhiệt tình tận tâm,Tích cực,Khác,5
đôi lúc sinh viên theo không kịp .,0,3,test,đôi lúc sinh viên theo không kịp,Tiêu cực,Khác,7
rất hài lòng nên không có gì không hài lòng .,1,3,test,rất hài lòng nên không có gì không hài lòng,Tích cực,Khác,10
